OBJECTID,FID_gen_lo,LSOA21CD,gen,FID_gwr_ov,Observed,Cond,LocalR2,Predicted,Intercept,park_density,density_airbnb,NSSES_1_and_2_change_pct,NSSES_3_change_pct,NSSES_4_change_pct,NSSES_5_change_pct,NSSES_6_change_pct,NSSES_7_change_pct,converted_or_share_house_change_pct,average_chn_11_19,Resident_in_UK_4_and_Less_change_pct,1_car_or_van_in_household_change_pct,2_cars_or_vans_in_household_change_pct,income_score_change,compared_mean_price_2011,Residual,StdError,StdErr_Int,StdErrC1_p,StdErrC2_d,StdErrC3_N,StdErrC4_N,StdErrC5_N,StdErrC6_N,StdErrC7_N,StdErrC8_N,StdErrC9_c,StdErrC10_,StdErrC11_,StdErrC12_,StdErrC13_,StdErrC14_,StdErrC15_,StdResid,Source_ID,Shape_Leng,Shape_Area
336.00 ,3059.00 ,E01003206,1.00 ,3059.00 ,0.07 ,3.99 ,0.59 ,0.28 ,-0.12 ,0.02 ,-0.16 ,0.31 ,-0.02 ,0.01 ,0.02 ,0.03 ,0.02 ,0.08 ,0.09 ,0.06 ,0.02 ,0.10 ,0.09 ,0.04 ,-0.21 ,0.32 ,0.03 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.03 ,-0.66 ,3059.00 ,2277.81 ,207165.13 
337.00 ,3061.00 ,E01003209,1.00 ,3061.00 ,0.10 ,5.26 ,0.59 ,0.00 ,-0.11 ,0.01 ,-0.16 ,0.31 ,-0.01 ,0.00 ,0.03 ,0.03 ,0.01 ,0.09 ,0.11 ,0.06 ,-0.01 ,0.07 ,0.04 ,0.05 ,0.10 ,0.32 ,0.04 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.30 ,3061.00 ,1752.12 ,125688.52 
338.00 ,3062.00 ,E01003210,1.00 ,3062.00 ,0.07 ,4.88 ,0.60 ,0.04 ,-0.11 ,0.01 ,-0.17 ,0.31 ,-0.02 ,0.00 ,0.03 ,0.03 ,0.01 ,0.09 ,0.11 ,0.06 ,0.00 ,0.07 ,0.04 ,0.05 ,0.03 ,0.33 ,0.04 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.09 ,3062.00 ,2435.07 ,192016.40 
339.00 ,3063.00 ,E01003211,1.00 ,3063.00 ,0.06 ,4.49 ,0.59 ,0.01 ,-0.11 ,0.01 ,-0.18 ,0.31 ,-0.02 ,0.00 ,0.03 ,0.03 ,0.01 ,0.09 ,0.11 ,0.06 ,0.00 ,0.07 ,0.04 ,0.04 ,0.05 ,0.33 ,0.04 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.15 ,3063.00 ,2435.09 ,202151.18 
340.00 ,3064.00 ,E01003212,1.00 ,3064.00 ,0.11 ,5.11 ,0.59 ,0.02 ,-0.10 ,0.01 ,-0.17 ,0.30 ,-0.01 ,0.01 ,0.03 ,0.03 ,0.01 ,0.09 ,0.11 ,0.06 ,-0.01 ,0.06 ,0.03 ,0.04 ,0.10 ,0.32 ,0.04 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.29 ,3064.00 ,3286.96 ,223529.09 
341.00 ,3066.00 ,E01003214,1.00 ,3066.00 ,0.14 ,4.73 ,0.58 ,0.08 ,-0.10 ,0.01 ,-0.18 ,0.29 ,-0.01 ,0.01 ,0.03 ,0.02 ,0.01 ,0.09 ,0.10 ,0.06 ,-0.01 ,0.05 ,0.02 ,0.04 ,0.06 ,0.32 ,0.04 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.18 ,3066.00 ,2028.16 ,157512.47 
342.00 ,3068.00 ,E01003216,1.00 ,3068.00 ,0.14 ,3.41 ,0.48 ,0.36 ,-0.12 ,0.02 ,-0.18 ,0.25 ,0.00 ,0.00 ,0.02 ,-0.01 ,0.01 ,0.11 ,0.07 ,0.03 ,0.01 ,0.04 ,0.04 ,0.01 ,-0.22 ,0.33 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,-0.68 ,3068.00 ,2418.81 ,213924.40 
343.00 ,3073.00 ,E01003221,1.00 ,3073.00 ,0.05 ,3.48 ,0.47 ,0.08 ,-0.12 ,0.01 ,-0.18 ,0.25 ,0.00 ,0.00 ,0.02 ,-0.01 ,0.01 ,0.11 ,0.07 ,0.03 ,0.01 ,0.04 ,0.03 ,0.02 ,-0.03 ,0.33 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.05 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,-0.09 ,3073.00 ,2980.44 ,330776.44 
344.00 ,3074.00 ,E01003222,1.00 ,3074.00 ,0.16 ,3.29 ,0.45 ,0.25 ,-0.13 ,0.02 ,-0.17 ,0.24 ,0.01 ,0.00 ,0.02 ,-0.01 ,0.01 ,0.11 ,0.06 ,0.02 ,0.01 ,0.05 ,0.06 ,0.00 ,-0.10 ,0.33 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.04 ,0.04 ,-0.29 ,3074.00 ,2504.55 ,183084.38 
345.00 ,3078.00 ,E01003226,1.00 ,3078.00 ,0.11 ,4.41 ,0.53 ,0.02 ,-0.11 ,0.01 ,-0.17 ,0.27 ,0.00 ,0.01 ,0.02 ,0.00 ,0.01 ,0.11 ,0.09 ,0.06 ,0.01 ,0.03 ,0.00 ,0.03 ,0.08 ,0.33 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.25 ,3078.00 ,3085.33 ,175940.67 
346.00 ,3082.00 ,E01003230,1.00 ,3082.00 ,0.12 ,4.05 ,0.51 ,-0.03 ,-0.12 ,0.01 ,-0.18 ,0.26 ,0.00 ,0.01 ,0.01 ,0.00 ,0.01 ,0.11 ,0.09 ,0.06 ,0.00 ,0.03 ,0.01 ,0.03 ,0.16 ,0.33 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.05 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.47 ,3082.00 ,2493.52 ,213350.65 
347.00 ,3083.00 ,E01003231,1.00 ,3083.00 ,0.19 ,4.54 ,0.56 ,0.21 ,-0.11 ,0.01 ,-0.19 ,0.28 ,-0.01 ,0.01 ,0.03 ,0.01 ,0.01 ,0.10 ,0.10 ,0.06 ,0.00 ,0.04 ,0.01 ,0.03 ,-0.02 ,0.33 ,0.03 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,-0.05 ,3083.00 ,2292.97 ,174565.57 
348.00 ,3094.00 ,E01003244,1.00 ,3094.00 ,0.08 ,6.67 ,0.60 ,0.10 ,-0.13 ,0.01 ,-0.10 ,0.35 ,-0.01 ,0.01 ,0.02 ,0.04 ,0.01 ,0.07 ,0.09 ,0.06 ,0.01 ,0.13 ,0.10 ,0.08 ,-0.02 ,0.33 ,0.05 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.02 ,0.02 ,0.02 ,0.04 ,0.02 ,0.03 ,-0.07 ,3094.00 ,1333.72 ,65635.51 
349.00 ,3102.00 ,E01003253,1.00 ,3102.00 ,0.09 ,5.55 ,0.61 ,0.19 ,-0.14 ,0.01 ,-0.12 ,0.34 ,-0.02 ,0.00 ,0.02 ,0.05 ,0.02 ,0.08 ,0.10 ,0.06 ,0.01 ,0.11 ,0.08 ,0.07 ,-0.10 ,0.33 ,0.04 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.02 ,0.02 ,0.02 ,0.03 ,0.03 ,0.03 ,-0.30 ,3102.00 ,2058.89 ,145507.01 
350.00 ,3104.00 ,E01003255,1.00 ,3104.00 ,0.08 ,4.60 ,0.44 ,0.09 ,-0.11 ,0.01 ,-0.08 ,0.22 ,0.01 ,0.00 ,0.00 ,-0.01 ,0.01 ,0.10 ,0.03 ,0.06 ,0.01 ,0.01 ,-0.01 ,0.02 ,-0.01 ,0.32 ,0.04 ,0.02 ,0.06 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.05 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,-0.04 ,3104.00 ,2643.78 ,183658.63 
351.00 ,3107.00 ,E01003258,1.00 ,3107.00 ,0.05 ,4.78 ,0.34 ,-0.06 ,-0.09 ,0.01 ,0.03 ,0.16 ,0.01 ,-0.03 ,-0.02 ,-0.01 ,0.01 ,0.08 ,-0.02 ,0.03 ,0.01 ,0.01 ,0.00 ,0.01 ,0.11 ,0.32 ,0.04 ,0.02 ,0.07 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.05 ,0.04 ,0.03 ,0.03 ,0.04 ,0.03 ,0.34 ,3107.00 ,1802.82 ,121933.43 
352.00 ,3111.00 ,E01003262,1.00 ,3111.00 ,0.07 ,4.54 ,0.48 ,0.23 ,-0.11 ,0.01 ,-0.12 ,0.24 ,0.01 ,0.00 ,0.01 ,0.00 ,0.01 ,0.10 ,0.06 ,0.07 ,0.01 ,0.01 ,-0.01 ,0.02 ,-0.16 ,0.32 ,0.04 ,0.02 ,0.06 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.05 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,-0.49 ,3111.00 ,2148.19 ,160625.92 
353.00 ,3121.00 ,E01003272,1.00 ,3121.00 ,0.15 ,4.54 ,0.57 ,0.18 ,-0.11 ,0.01 ,-0.18 ,0.29 ,-0.01 ,0.01 ,0.03 ,0.01 ,0.01 ,0.10 ,0.10 ,0.06 ,-0.01 ,0.05 ,0.02 ,0.03 ,-0.03 ,0.33 ,0.03 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,-0.09 ,3121.00 ,2293.59 ,150211.62 
354.00 ,3122.00 ,E01003273,1.00 ,3122.00 ,0.22 ,4.04 ,0.58 ,0.48 ,-0.11 ,0.02 ,-0.19 ,0.29 ,-0.02 ,0.00 ,0.02 ,0.02 ,0.01 ,0.09 ,0.11 ,0.06 ,0.00 ,0.07 ,0.05 ,0.03 ,-0.26 ,0.29 ,0.03 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,-0.88 ,3122.00 ,2483.76 ,183242.46 
355.00 ,3124.00 ,E01003275,1.00 ,3124.00 ,0.05 ,3.91 ,0.55 ,0.03 ,-0.11 ,0.02 ,-0.20 ,0.27 ,-0.01 ,0.00 ,0.02 ,0.00 ,0.01 ,0.11 ,0.10 ,0.05 ,0.00 ,0.05 ,0.03 ,0.03 ,0.02 ,0.32 ,0.03 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.06 ,3124.00 ,2694.17 ,194632.35 
356.00 ,3126.00 ,E01003277,1.00 ,3126.00 ,0.12 ,4.31 ,0.58 ,0.19 ,-0.11 ,0.02 ,-0.19 ,0.30 ,-0.02 ,0.00 ,0.03 ,0.02 ,0.01 ,0.09 ,0.11 ,0.06 ,-0.01 ,0.06 ,0.04 ,0.04 ,-0.07 ,0.33 ,0.03 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,-0.22 ,3126.00 ,2850.27 ,135019.09 
357.00 ,3141.00 ,E01003293,1.00 ,3141.00 ,0.12 ,3.52 ,0.54 ,0.06 ,-0.11 ,0.02 ,-0.20 ,0.27 ,0.00 ,0.00 ,0.02 ,0.00 ,0.01 ,0.10 ,0.09 ,0.05 ,0.00 ,0.06 ,0.05 ,0.02 ,0.05 ,0.32 ,0.03 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.17 ,3141.00 ,2271.06 ,112305.54 
358.00 ,3142.00 ,E01003295,1.00 ,3142.00 ,0.08 ,3.40 ,0.51 ,0.14 ,-0.12 ,0.02 ,-0.19 ,0.26 ,0.00 ,0.00 ,0.02 ,0.00 ,0.01 ,0.10 ,0.08 ,0.03 ,0.01 ,0.06 ,0.07 ,0.00 ,-0.06 ,0.32 ,0.03 ,0.02 ,0.06 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,-0.17 ,3142.00 ,3015.26 ,182819.34 
359.00 ,3143.00 ,E01003297,1.00 ,3143.00 ,0.07 ,6.98 ,0.57 ,-0.16 ,-0.09 ,0.01 ,-0.13 ,0.31 ,0.00 ,0.02 ,0.02 ,0.02 ,0.01 ,0.06 ,0.09 ,0.06 ,0.00 ,0.09 ,0.06 ,0.06 ,0.23 ,0.30 ,0.05 ,0.02 ,0.06 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.04 ,0.02 ,0.03 ,0.78 ,3143.00 ,3476.45 ,374394.31 
360.00 ,3145.00 ,E01003299,1.00 ,3145.00 ,0.09 ,6.15 ,0.57 ,0.24 ,-0.09 ,0.01 ,-0.15 ,0.30 ,0.00 ,0.01 ,0.03 ,0.03 ,0.01 ,0.07 ,0.10 ,0.06 ,0.00 ,0.06 ,0.04 ,0.05 ,-0.15 ,0.33 ,0.05 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.04 ,0.02 ,0.03 ,-0.45 ,3145.00 ,1794.92 ,152394.10 
361.00 ,3148.00 ,E01003302,1.00 ,3148.00 ,0.06 ,6.81 ,0.56 ,-0.12 ,-0.08 ,0.01 ,-0.13 ,0.29 ,0.00 ,0.02 ,0.03 ,0.02 ,0.01 ,0.06 ,0.09 ,0.06 ,0.00 ,0.07 ,0.05 ,0.05 ,0.18 ,0.33 ,0.05 ,0.02 ,0.06 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.04 ,0.02 ,0.03 ,0.56 ,3148.00 ,2019.66 ,123971.52 
362.00 ,3149.00 ,E01003303,1.00 ,3149.00 ,0.06 ,5.65 ,0.60 ,0.22 ,-0.12 ,0.01 ,-0.14 ,0.33 ,-0.01 ,0.00 ,0.02 ,0.04 ,0.01 ,0.08 ,0.10 ,0.06 ,0.00 ,0.09 ,0.06 ,0.06 ,-0.16 ,0.33 ,0.04 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.04 ,0.03 ,0.03 ,-0.48 ,3149.00 ,3263.04 ,225940.52 
363.00 ,3150.00 ,E01003304,1.00 ,3150.00 ,0.20 ,5.31 ,0.61 ,0.18 ,-0.13 ,0.01 ,-0.13 ,0.33 ,-0.02 ,0.00 ,0.02 ,0.05 ,0.01 ,0.08 ,0.10 ,0.06 ,0.00 ,0.10 ,0.07 ,0.06 ,0.02 ,0.32 ,0.04 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.06 ,3150.00 ,2215.14 ,171597.62 
364.00 ,3152.00 ,E01003307,1.00 ,3152.00 ,0.12 ,4.14 ,0.46 ,0.16 ,-0.12 ,0.01 ,-0.12 ,0.24 ,0.01 ,0.00 ,0.00 ,-0.01 ,0.01 ,0.11 ,0.05 ,0.06 ,0.01 ,0.01 ,0.00 ,0.02 ,-0.04 ,0.33 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.05 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,-0.13 ,3152.00 ,2328.10 ,144650.59 
365.00 ,3153.00 ,E01003308,1.00 ,3153.00 ,0.12 ,3.95 ,0.49 ,0.08 ,-0.12 ,0.01 ,-0.17 ,0.25 ,0.01 ,0.01 ,0.01 ,-0.01 ,0.01 ,0.12 ,0.08 ,0.05 ,0.00 ,0.02 ,0.01 ,0.02 ,0.04 ,0.32 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.05 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.14 ,3153.00 ,2193.52 ,160221.47 
366.00 ,3154.00 ,E01003309,1.00 ,3154.00 ,0.06 ,4.31 ,0.43 ,0.14 ,-0.11 ,0.01 ,-0.08 ,0.22 ,0.01 ,0.00 ,0.00 ,-0.01 ,0.01 ,0.10 ,0.03 ,0.06 ,0.01 ,0.01 ,0.00 ,0.02 ,-0.08 ,0.32 ,0.03 ,0.02 ,0.07 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.05 ,0.04 ,0.03 ,0.03 ,0.04 ,0.03 ,-0.26 ,3154.00 ,2254.23 ,160206.69 
367.00 ,3155.00 ,E01003310,1.00 ,3155.00 ,0.19 ,4.36 ,0.45 ,0.20 ,-0.11 ,0.01 ,-0.10 ,0.23 ,0.01 ,0.00 ,0.00 ,-0.01 ,0.01 ,0.10 ,0.04 ,0.06 ,0.01 ,0.01 ,0.00 ,0.02 ,-0.01 ,0.32 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.05 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,-0.03 ,3155.00 ,2550.64 ,157918.50 
368.00 ,3160.00 ,E01003315,1.00 ,3160.00 ,0.09 ,4.34 ,0.47 ,0.19 ,-0.11 ,0.01 ,-0.12 ,0.24 ,0.01 ,0.00 ,0.00 ,-0.01 ,0.01 ,0.11 ,0.05 ,0.07 ,0.01 ,0.01 ,0.00 ,0.02 ,-0.10 ,0.32 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.05 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,-0.29 ,3160.00 ,2149.64 ,146132.24 
369.00 ,3164.00 ,E01003320,1.00 ,3164.00 ,0.11 ,3.39 ,0.50 ,0.30 ,-0.12 ,0.02 ,-0.19 ,0.26 ,0.00 ,0.00 ,0.02 ,0.00 ,0.01 ,0.11 ,0.08 ,0.04 ,0.01 ,0.05 ,0.05 ,0.01 ,-0.19 ,0.32 ,0.03 ,0.02 ,0.06 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,-0.59 ,3164.00 ,2740.57 ,183410.71 
370.00 ,3165.00 ,E01003321,1.00 ,3165.00 ,0.16 ,3.86 ,0.50 ,0.40 ,-0.12 ,0.01 ,-0.18 ,0.26 ,0.00 ,0.01 ,0.01 ,0.00 ,0.01 ,0.12 ,0.09 ,0.05 ,0.00 ,0.03 ,0.02 ,0.03 ,-0.25 ,0.33 ,0.03 ,0.02 ,0.06 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.05 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,-0.76 ,3165.00 ,1752.32 ,164244.37 
371.00 ,3167.00 ,E01003323,1.00 ,3167.00 ,0.18 ,3.48 ,0.52 ,0.30 ,-0.12 ,0.02 ,-0.20 ,0.27 ,0.00 ,0.00 ,0.02 ,0.00 ,0.01 ,0.11 ,0.09 ,0.04 ,0.00 ,0.06 ,0.05 ,0.02 ,-0.12 ,0.32 ,0.03 ,0.02 ,0.06 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,-0.37 ,3167.00 ,2403.89 ,172594.17 
372.00 ,3171.00 ,E01003327,1.00 ,3171.00 ,0.17 ,4.28 ,0.34 ,0.15 ,-0.09 ,0.01 ,0.00 ,0.18 ,0.01 ,-0.03 ,-0.01 ,-0.01 ,0.00 ,0.08 ,-0.01 ,0.04 ,0.00 ,0.01 ,0.02 ,0.01 ,0.02 ,0.31 ,0.03 ,0.02 ,0.08 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.06 ,0.04 ,0.03 ,0.03 ,0.04 ,0.03 ,0.05 ,3171.00 ,2356.09 ,205359.76 
373.00 ,3172.00 ,E01003328,1.00 ,3172.00 ,0.06 ,4.42 ,0.33 ,0.05 ,-0.09 ,0.01 ,0.04 ,0.17 ,0.01 ,-0.03 ,-0.02 ,-0.01 ,0.01 ,0.08 ,-0.02 ,0.04 ,0.00 ,0.01 ,0.01 ,0.01 ,0.01 ,0.33 ,0.03 ,0.02 ,0.08 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.06 ,0.04 ,0.03 ,0.03 ,0.04 ,0.03 ,0.04 ,3172.00 ,1963.47 ,192078.23 
374.00 ,3174.00 ,E01003330,1.00 ,3174.00 ,0.05 ,4.76 ,0.32 ,0.02 ,-0.09 ,0.01 ,0.05 ,0.16 ,0.01 ,-0.04 ,-0.03 ,-0.01 ,0.01 ,0.07 ,-0.04 ,0.02 ,0.00 ,0.01 ,0.00 ,0.01 ,0.03 ,0.33 ,0.04 ,0.02 ,0.07 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.05 ,0.04 ,0.03 ,0.03 ,0.04 ,0.03 ,0.08 ,3174.00 ,2598.73 ,261464.09 
375.00 ,3180.00 ,E01003336,1.00 ,3180.00 ,0.05 ,4.94 ,0.56 ,0.04 ,-0.10 ,0.01 ,-0.17 ,0.28 ,-0.01 ,0.01 ,0.03 ,0.01 ,0.01 ,0.09 ,0.10 ,0.06 ,0.00 ,0.04 ,0.01 ,0.03 ,0.01 ,0.32 ,0.04 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.04 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,3180.00 ,2329.04 ,127813.23 
376.00 ,3182.00 ,E01003338,1.00 ,3182.00 ,0.09 ,6.39 ,0.56 ,0.00 ,-0.08 ,0.01 ,-0.14 ,0.29 ,0.00 ,0.02 ,0.03 ,0.02 ,0.01 ,0.07 ,0.09 ,0.06 ,0.00 ,0.05 ,0.03 ,0.04 ,0.10 ,0.33 ,0.05 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.04 ,0.02 ,0.03 ,0.29 ,3182.00 ,1679.68 ,139481.49 
377.00 ,3185.00 ,E01003341,1.00 ,3185.00 ,0.09 ,5.76 ,0.57 ,0.16 ,-0.08 ,0.01 ,-0.15 ,0.29 ,0.00 ,0.01 ,0.03 ,0.02 ,0.01 ,0.08 ,0.09 ,0.06 ,0.00 ,0.04 ,0.02 ,0.04 ,-0.07 ,0.31 ,0.04 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.04 ,0.03 ,0.03 ,-0.22 ,3185.00 ,2060.58 ,179330.31 
378.00 ,3186.00 ,E01003342,1.00 ,3186.00 ,0.21 ,5.31 ,0.56 ,0.15 ,-0.09 ,0.01 ,-0.16 ,0.28 ,0.00 ,0.01 ,0.03 ,0.02 ,0.01 ,0.09 ,0.09 ,0.06 ,0.00 ,0.04 ,0.01 ,0.03 ,0.06 ,0.32 ,0.04 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.04 ,0.03 ,0.03 ,0.19 ,3186.00 ,2808.96 ,168171.18 
379.00 ,3187.00 ,E01003343,1.00 ,3187.00 ,0.13 ,5.82 ,0.55 ,0.13 ,-0.08 ,0.01 ,-0.14 ,0.27 ,0.00 ,0.02 ,0.03 ,0.02 ,0.02 ,0.08 ,0.08 ,0.06 ,0.00 ,0.04 ,0.01 ,0.03 ,0.00 ,0.33 ,0.04 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.04 ,0.03 ,0.03 ,0.00 ,3187.00 ,2144.24 ,128868.72 
380.00 ,3188.00 ,E01003344,1.00 ,3188.00 ,0.06 ,5.36 ,0.58 ,0.10 ,-0.09 ,0.01 ,-0.17 ,0.29 ,-0.01 ,0.01 ,0.03 ,0.03 ,0.01 ,0.08 ,0.10 ,0.06 ,0.00 ,0.05 ,0.02 ,0.04 ,-0.04 ,0.33 ,0.04 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.02 ,0.03 ,0.04 ,0.03 ,0.03 ,-0.12 ,3188.00 ,2089.09 ,185200.79 
381.00 ,3189.00 ,E01003345,1.00 ,3189.00 ,0.05 ,5.06 ,0.57 ,-0.25 ,-0.10 ,0.01 ,-0.17 ,0.29 ,-0.01 ,0.01 ,0.03 ,0.02 ,0.01 ,0.09 ,0.10 ,0.06 ,0.00 ,0.04 ,0.02 ,0.03 ,0.30 ,0.32 ,0.04 ,0.02 ,0.05 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.02 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.03 ,0.92 ,3189.00 ,2358.51 ,155656.95 
