LSOA21CD,LSOA21NM,borough_name,space
E01001436,Enfield 007D,Enfield,outer
E01001437,Enfield 014A,Enfield,outer
E01001438,Enfield 007E,Enfield,outer
E01001439,Enfield 006A,Enfield,outer
E01001440,Enfield 012A,Enfield,outer
E01001441,Enfield 006B,Enfield,outer
E01001442,Enfield 002A,Enfield,outer
E01001444,Enfield 001A,Enfield,outer
E01001445,Enfield 003B,Enfield,outer
E01001446,Enfield 001B,Enfield,outer
E01001447,Enfield 003C,Enfield,outer
E01001448,Enfield 003D,Enfield,outer
E01001449,Enfield 003E,Enfield,outer
E01001450,Enfield 015C,Enfield,outer
E01001451,Enfield 017A,Enfield,outer
E01001452,Enfield 017B,Enfield,outer
E01001453,Enfield 017C,Enfield,outer
E01001454,Enfield 017D,Enfield,outer
E01001455,Enfield 021F,Enfield,outer
E01001456,Enfield 022A,Enfield,outer
E01001457,Enfield 010A,Enfield,outer
E01001458,Enfield 037A,Enfield,outer
E01001459,Enfield 024A,Enfield,outer
E01001460,Enfield 024B,Enfield,outer
E01001461,Enfield 027D,Enfield,outer
E01001462,Enfield 024C,Enfield,outer
E01001463,Enfield 031A,Enfield,outer
E01001464,Enfield 027E,Enfield,outer
E01001465,Enfield 031B,Enfield,outer
E01001466,Enfield 031C,Enfield,outer
E01001467,Enfield 031D,Enfield,outer
E01001468,Enfield 010B,Enfield,outer
E01001469,Enfield 008A,Enfield,outer
E01001470,Enfield 013B,Enfield,outer
E01001471,Enfield 010C,Enfield,outer
E01001472,Enfield 010D,Enfield,outer
E01001473,Enfield 013C,Enfield,outer
E01001474,Enfield 010E,Enfield,outer
E01001475,Enfield 013D,Enfield,outer
E01001476,Enfield 018A,Enfield,outer
E01001477,Enfield 018B,Enfield,outer
E01001478,Enfield 016B,Enfield,outer
E01001479,Enfield 023A,Enfield,outer
E01001480,Enfield 024D,Enfield,outer
E01001481,Enfield 018C,Enfield,outer
E01001482,Enfield 023B,Enfield,outer
E01001483,Enfield 025A,Enfield,outer
E01001484,Enfield 016C,Enfield,outer
E01001485,Enfield 025B,Enfield,outer
E01001486,Enfield 025C,Enfield,outer
E01001487,Enfield 023C,Enfield,outer
E01001488,Enfield 024E,Enfield,outer
E01001489,Enfield 023D,Enfield,outer
E01001491,Enfield 023E,Enfield,outer
E01001492,Enfield 025E,Enfield,outer
E01001493,Enfield 026B,Enfield,outer
E01001494,Enfield 026C,Enfield,outer
E01001495,Enfield 029A,Enfield,outer
E01001496,Enfield 026D,Enfield,outer
E01001497,Enfield 031E,Enfield,outer
E01001498,Enfield 029B,Enfield,outer
E01001499,Enfield 031F,Enfield,outer
E01001500,Enfield 035D,Enfield,outer
E01001501,Enfield 036E,Enfield,outer
E01001502,Enfield 018D,Enfield,outer
E01001503,Enfield 018E,Enfield,outer
E01001504,Enfield 012B,Enfield,outer
E01001505,Enfield 012C,Enfield,outer
E01001507,Enfield 012D,Enfield,outer
E01001508,Enfield 012E,Enfield,outer
E01001509,Enfield 014C,Enfield,outer
E01001511,Enfield 016D,Enfield,outer
E01001512,Enfield 015D,Enfield,outer
E01001513,Enfield 012F,Enfield,outer
E01001514,Enfield 016E,Enfield,outer
E01001515,Enfield 015E,Enfield,outer
E01001516,Enfield 005D,Enfield,outer
E01001517,Enfield 006C,Enfield,outer
E01001518,Enfield 016F,Enfield,outer
E01001520,Enfield 019A,Enfield,outer
E01001521,Enfield 028A,Enfield,outer
E01001522,Enfield 019B,Enfield,outer
E01001523,Enfield 019C,Enfield,outer
E01001524,Enfield 019D,Enfield,outer
E01001525,Enfield 020E,Enfield,outer
E01001526,Enfield 019E,Enfield,outer
E01001527,Enfield 036F,Enfield,outer
E01001528,Enfield 032B,Enfield,outer
E01001529,Enfield 032C,Enfield,outer
E01001530,Enfield 032D,Enfield,outer
E01001531,Enfield 028B,Enfield,outer
E01001532,Enfield 028C,Enfield,outer
E01001533,Enfield 028D,Enfield,outer
E01001534,Enfield 032E,Enfield,outer
E01001535,Enfield 028E,Enfield,outer
E01001536,Enfield 008B,Enfield,outer
E01001537,Enfield 005E,Enfield,outer
E01001538,Enfield 009A,Enfield,outer
E01001539,Enfield 009B,Enfield,outer
E01001540,Enfield 008C,Enfield,outer
E01001541,Enfield 008D,Enfield,outer
E01001542,Enfield 008E,Enfield,outer
E01001543,Enfield 009C,Enfield,outer
E01001544,Enfield 009D,Enfield,outer
E01001545,Enfield 002B,Enfield,outer
E01001546,Enfield 001C,Enfield,outer
E01001547,Enfield 002C,Enfield,outer
E01001548,Enfield 002D,Enfield,outer
E01001549,Enfield 006D,Enfield,outer
E01001550,Enfield 006E,Enfield,outer
E01001551,Enfield 002E,Enfield,outer
E01001552,Enfield 001D,Enfield,outer
E01001553,Enfield 037B,Enfield,outer
E01001554,Enfield 037C,Enfield,outer
E01001555,Enfield 033C,Enfield,outer
E01001556,Enfield 035E,Enfield,outer
E01001557,Enfield 033D,Enfield,outer
E01001558,Enfield 033E,Enfield,outer
E01001559,Enfield 033F,Enfield,outer
E01001560,Enfield 035F,Enfield,outer
E01001562,Enfield 037D,Enfield,outer
E01001563,Enfield 029C,Enfield,outer
E01001564,Enfield 022B,Enfield,outer
E01001565,Enfield 029D,Enfield,outer
E01001566,Enfield 029E,Enfield,outer
E01001567,Enfield 022C,Enfield,outer
E01001568,Enfield 022D,Enfield,outer
E01001569,Enfield 022E,Enfield,outer
E01001570,Enfield 026E,Enfield,outer
E01001571,Greenwich 008A,Greenwich,inner
E01001572,Greenwich 008B,Greenwich,inner
E01001573,Greenwich 008C,Greenwich,inner
E01001574,Greenwich 008D,Greenwich,inner
E01001575,Greenwich 003A,Greenwich,inner
E01001576,Greenwich 003B,Greenwich,inner
E01001577,Greenwich 003C,Greenwich,inner
E01001578,Greenwich 003D,Greenwich,inner
E01001579,Greenwich 003E,Greenwich,inner
E01001580,Greenwich 021A,Greenwich,inner
E01001581,Greenwich 016A,Greenwich,inner
E01001582,Greenwich 021B,Greenwich,inner
E01001583,Greenwich 021C,Greenwich,inner
E01001584,Greenwich 021D,Greenwich,inner
E01001585,Greenwich 016B,Greenwich,inner
E01001586,Greenwich 016C,Greenwich,inner
E01001587,Greenwich 016D,Greenwich,inner
E01001588,Greenwich 012A,Greenwich,inner
E01001589,Greenwich 012B,Greenwich,inner
E01001590,Greenwich 014A,Greenwich,inner
E01001591,Greenwich 012C,Greenwich,inner
E01001592,Greenwich 014B,Greenwich,inner
E01001593,Greenwich 014C,Greenwich,inner
E01001594,Greenwich 014D,Greenwich,inner
E01001595,Greenwich 012D,Greenwich,inner
E01001596,Greenwich 032A,Greenwich,inner
E01001597,Greenwich 031A,Greenwich,inner
E01001598,Greenwich 031B,Greenwich,inner
E01001599,Greenwich 032B,Greenwich,inner
E01001600,Greenwich 032C,Greenwich,inner
E01001601,Greenwich 032D,Greenwich,inner
E01001602,Greenwich 031C,Greenwich,inner
E01001603,Greenwich 031D,Greenwich,inner
E01001604,Greenwich 027A,Greenwich,inner
E01001605,Greenwich 023A,Greenwich,inner
E01001606,Greenwich 023B,Greenwich,inner
E01001607,Greenwich 027B,Greenwich,inner
E01001608,Greenwich 027C,Greenwich,inner
E01001609,Greenwich 027D,Greenwich,inner
E01001610,Greenwich 023C,Greenwich,inner
E01001611,Greenwich 023D,Greenwich,inner
E01001613,Greenwich 028A,Greenwich,inner
E01001614,Greenwich 028B,Greenwich,inner
E01001615,Greenwich 028C,Greenwich,inner
E01001617,Greenwich 028D,Greenwich,inner
E01001618,Greenwich 030C,Greenwich,inner
E01001619,Greenwich 030D,Greenwich,inner
E01001620,Greenwich 025A,Greenwich,inner
E01001621,Greenwich 025B,Greenwich,inner
E01001623,Greenwich 025C,Greenwich,inner
E01001624,Greenwich 025D,Greenwich,inner
E01001625,Greenwich 025E,Greenwich,inner
E01001629,Greenwich 009A,Greenwich,inner
E01001631,Greenwich 007B,Greenwich,inner
E01001632,Greenwich 007C,Greenwich,inner
E01001633,Greenwich 009B,Greenwich,inner
E01001634,Greenwich 009C,Greenwich,inner
E01001635,Greenwich 007D,Greenwich,inner
E01001636,Greenwich 007E,Greenwich,inner
E01001637,Greenwich 009D,Greenwich,inner
E01001638,Greenwich 038A,Greenwich,inner
E01001641,Greenwich 038B,Greenwich,inner
E01001642,Greenwich 038C,Greenwich,inner
E01001644,Greenwich 038D,Greenwich,inner
E01001645,Greenwich 022A,Greenwich,inner
E01001646,Greenwich 019A,Greenwich,inner
E01001647,Greenwich 022B,Greenwich,inner
E01001648,Greenwich 022C,Greenwich,inner
E01001649,Greenwich 022D,Greenwich,inner
E01001650,Greenwich 019B,Greenwich,inner
E01001651,Greenwich 019C,Greenwich,inner
E01001652,Greenwich 019D,Greenwich,inner
E01001653,Greenwich 029A,Greenwich,inner
E01001654,Greenwich 029B,Greenwich,inner
E01001655,Greenwich 029C,Greenwich,inner
E01001656,Greenwich 034A,Greenwich,inner
E01001657,Greenwich 034B,Greenwich,inner
E01001658,Greenwich 034C,Greenwich,inner
E01001659,Greenwich 034D,Greenwich,inner
E01001660,Greenwich 029D,Greenwich,inner
E01001661,Greenwich 029E,Greenwich,inner
E01001664,Greenwich 037B,Greenwich,inner
E01001665,Greenwich 037C,Greenwich,inner
E01001666,Greenwich 041G,Greenwich,inner
E01001669,Greenwich 033A,Greenwich,inner
E01001671,Greenwich 033B,Greenwich,inner
E01001672,Greenwich 006A,Greenwich,inner
E01001673,Greenwich 006B,Greenwich,inner
E01001674,Greenwich 006C,Greenwich,inner
E01001675,Greenwich 006D,Greenwich,inner
E01001676,Greenwich 033C,Greenwich,inner
E01001677,Greenwich 006E,Greenwich,inner
E01001678,Greenwich 017A,Greenwich,inner
E01001679,Greenwich 020A,Greenwich,inner
E01001680,Greenwich 020B,Greenwich,inner
E01001681,Greenwich 020C,Greenwich,inner
E01001682,Greenwich 020D,Greenwich,inner
E01001683,Greenwich 017B,Greenwich,inner
E01001684,Greenwich 017C,Greenwich,inner
E01001685,Greenwich 017D,Greenwich,inner
E01001686,Greenwich 020E,Greenwich,inner
E01001687,Greenwich 002A,Greenwich,inner
E01001688,Greenwich 002B,Greenwich,inner
E01001690,Greenwich 001A,Greenwich,inner
E01001692,Greenwich 001B,Greenwich,inner
E01001693,Greenwich 001C,Greenwich,inner
E01001694,Greenwich 001D,Greenwich,inner
E01001695,Greenwich 011A,Greenwich,inner
E01001696,Greenwich 011B,Greenwich,inner
E01001697,Greenwich 011C,Greenwich,inner
E01001698,Greenwich 015A,Greenwich,inner
E01001699,Greenwich 015B,Greenwich,inner
E01001700,Greenwich 011D,Greenwich,inner
E01001701,Greenwich 015C,Greenwich,inner
E01001702,Greenwich 015D,Greenwich,inner
E01001703,Greenwich 011E,Greenwich,inner
E01001704,Greenwich 011F,Greenwich,inner
E01001705,Greenwich 005A,Greenwich,inner
E01001708,Greenwich 005C,Greenwich,inner
E01001710,Greenwich 005D,Greenwich,inner
E01001712,Greenwich 042A,Greenwich,inner
E01001714,Hackney 002A,Hackney,inner
E01001715,Hackney 007A,Hackney,inner
E01001716,Hackney 007B,Hackney,inner
E01001717,Hackney 007C,Hackney,inner
E01001718,Hackney 007D,Hackney,inner
E01001719,Hackney 007E,Hackney,inner
E01001720,Hackney 007F,Hackney,inner
E01001722,Hackney 029A,Hackney,inner
E01001723,Hackney 006A,Hackney,inner
E01001724,Hackney 006B,Hackney,inner
E01001725,Hackney 004A,Hackney,inner
E01001726,Hackney 004B,Hackney,inner
E01001727,Hackney 006C,Hackney,inner
E01001728,Hackney 029B,Hackney,inner
E01001729,Hackney 019A,Hackney,inner
E01001730,Hackney 019B,Hackney,inner
E01001731,Hackney 017A,Hackney,inner
E01001732,Hackney 019C,Hackney,inner
E01001733,Hackney 015A,Hackney,inner
E01001734,Hackney 017B,Hackney,inner
E01001735,Hackney 019D,Hackney,inner
E01001736,Hackney 012A,Hackney,inner
E01001737,Hackney 012B,Hackney,inner
E01001738,Hackney 012C,Hackney,inner
E01001739,Hackney 012D,Hackney,inner
E01001740,Hackney 014A,Hackney,inner
E01001741,Hackney 009A,Hackney,inner
E01001742,Hackney 008A,Hackney,inner
E01001744,Hackney 031A,Hackney,inner
E01001745,Hackney 016A,Hackney,inner
E01001746,Hackney 016B,Hackney,inner
E01001747,Hackney 014B,Hackney,inner
E01001749,Hackney 020B,Hackney,inner
E01001750,Hackney 031D,Hackney,inner
E01001751,Hackney 031B,Hackney,inner
E01001753,Hackney 025B,Hackney,inner
E01001755,Hackney 025D,Hackney,inner
E01001756,Hackney 030C,Hackney,inner
E01001757,Hackney 016C,Hackney,inner
E01001758,Hackney 016D,Hackney,inner
E01001759,Hackney 016E,Hackney,inner
E01001760,Hackney 017C,Hackney,inner
E01001761,Hackney 016F,Hackney,inner
E01001762,Hackney 017D,Hackney,inner
E01001763,Hackney 020C,Hackney,inner
E01001764,Hackney 010A,Hackney,inner
E01001765,Hackney 010B,Hackney,inner
E01001767,Hackney 010D,Hackney,inner
E01001768,Hackney 006D,Hackney,inner
E01001769,Hackney 006E,Hackney,inner
E01001770,Hackney 010E,Hackney,inner
E01001772,Hackney 024A,Hackney,inner
E01001773,Hackney 025E,Hackney,inner
E01001774,Hackney 024B,Hackney,inner
E01001775,Hackney 024C,Hackney,inner
E01001776,Hackney 025F,Hackney,inner
E01001777,Hackney 033A,Hackney,inner
E01001780,Hackney 032D,Hackney,inner
E01001781,Hackney 026B,Hackney,inner
E01001783,Hackney 026D,Hackney,inner
E01001784,Hackney 032A,Hackney,inner
E01001785,Hackney 015B,Hackney,inner
E01001786,Hackney 013A,Hackney,inner
E01001787,Hackney 013B,Hackney,inner
E01001788,Hackney 013C,Hackney,inner
E01001789,Hackney 015C,Hackney,inner
E01001790,Hackney 013D,Hackney,inner
E01001791,Hackney 015D,Hackney,inner
E01001792,Hackney 011A,Hackney,inner
E01001793,Hackney 011B,Hackney,inner
E01001794,Hackney 011C,Hackney,inner
E01001795,Hackney 011D,Hackney,inner
E01001796,Hackney 011E,Hackney,inner
E01001798,Hackney 028A,Hackney,inner
E01001799,Hackney 003A,Hackney,inner
E01001800,Hackney 004C,Hackney,inner
E01001801,Hackney 008B,Hackney,inner
E01001802,Hackney 003B,Hackney,inner
E01001803,Hackney 008C,Hackney,inner
E01001804,Hackney 003C,Hackney,inner
E01001805,Hackney 009B,Hackney,inner
E01001806,Hackney 008D,Hackney,inner
E01001807,Hackney 003D,Hackney,inner
E01001808,Hackney 001A,Hackney,inner
E01001809,Hackney 001B,Hackney,inner
E01001811,Hackney 002D,Hackney,inner
E01001812,Hackney 003E,Hackney,inner
E01001813,Hackney 002E,Hackney,inner
E01001814,Hackney 001C,Hackney,inner
E01001815,Hackney 024D,Hackney,inner
E01001816,Hackney 020D,Hackney,inner
E01001819,Hackney 020E,Hackney,inner
E01001820,Hackney 024E,Hackney,inner
E01001821,Hackney 024F,Hackney,inner
E01001822,Hackney 029C,Hackney,inner
E01001823,Hackney 001D,Hackney,inner
E01001824,Hackney 004D,Hackney,inner
E01001825,Hackney 001E,Hackney,inner
E01001826,Hackney 004E,Hackney,inner
E01001827,Hackney 029D,Hackney,inner
E01001828,Hackney 028B,Hackney,inner
E01001829,Hackney 009C,Hackney,inner
E01001830,Hackney 014C,Hackney,inner
E01001831,Hackney 009D,Hackney,inner
E01001832,Hackney 009E,Hackney,inner
E01001833,Hackney 014D,Hackney,inner
E01001834,Hackney 014E,Hackney,inner
E01001835,Hackney 014F,Hackney,inner
E01001836,Hackney 022A,Hackney,inner
E01001837,Hackney 023B,Hackney,inner
E01001838,Hackney 019E,Hackney,inner
E01001839,Hackney 023C,Hackney,inner
E01001840,Hackney 022B,Hackney,inner
E01001841,Hackney 022C,Hackney,inner
E01001842,Hackney 023D,Hackney,inner
E01001843,Hackney 023E,Hackney,inner
E01001844,Hackney 022D,Hackney,inner
E01001845,Hackney 022E,Hackney,inner
E01001846,Hackney 018A,Hackney,inner
E01001847,Hackney 018B,Hackney,inner
E01001848,Hackney 018C,Hackney,inner
E01001849,Hackney 018D,Hackney,inner
E01001850,Hackney 019F,Hackney,inner
E01001851,Hammersmith and Fulham 010A,Hammersmith and Fulham,inner
E01001852,Hammersmith and Fulham 007A,Hammersmith and Fulham,inner
E01001853,Hammersmith and Fulham 007B,Hammersmith and Fulham,inner
E01001854,Hammersmith and Fulham 007C,Hammersmith and Fulham,inner
E01001855,Hammersmith and Fulham 010B,Hammersmith and Fulham,inner
E01001856,Hammersmith and Fulham 010C,Hammersmith and Fulham,inner
E01001857,Hammersmith and Fulham 007D,Hammersmith and Fulham,inner
E01001858,Hammersmith and Fulham 006A,Hammersmith and Fulham,inner
E01001859,Hammersmith and Fulham 008A,Hammersmith and Fulham,inner
E01001860,Hammersmith and Fulham 006B,Hammersmith and Fulham,inner
E01001861,Hammersmith and Fulham 006C,Hammersmith and Fulham,inner
E01001862,Hammersmith and Fulham 005A,Hammersmith and Fulham,inner
E01001863,Hammersmith and Fulham 006D,Hammersmith and Fulham,inner
E01001864,Hammersmith and Fulham 006E,Hammersmith and Fulham,inner
E01001865,Hammersmith and Fulham 008B,Hammersmith and Fulham,inner
E01001866,Hammersmith and Fulham 012A,Hammersmith and Fulham,inner
E01001867,Hammersmith and Fulham 012B,Hammersmith and Fulham,inner
E01001868,Hammersmith and Fulham 012C,Hammersmith and Fulham,inner
E01001869,Hammersmith and Fulham 010D,Hammersmith and Fulham,inner
E01001870,Hammersmith and Fulham 012D,Hammersmith and Fulham,inner
E01001871,Hammersmith and Fulham 012E,Hammersmith and Fulham,inner
E01001872,Hammersmith and Fulham 012F,Hammersmith and Fulham,inner
E01001873,Hammersmith and Fulham 010E,Hammersmith and Fulham,inner
E01001875,Hammersmith and Fulham 001B,Hammersmith and Fulham,inner
E01001876,Hammersmith and Fulham 001C,Hammersmith and Fulham,inner
E01001877,Hammersmith and Fulham 001D,Hammersmith and Fulham,inner
E01001878,Hammersmith and Fulham 001E,Hammersmith and Fulham,inner
E01001879,Hammersmith and Fulham 019A,Hammersmith and Fulham,inner
E01001880,Hammersmith and Fulham 017A,Hammersmith and Fulham,inner
E01001881,Hammersmith and Fulham 017B,Hammersmith and Fulham,inner
E01001882,Hammersmith and Fulham 017C,Hammersmith and Fulham,inner
E01001883,Hammersmith and Fulham 017D,Hammersmith and Fulham,inner
E01001884,Hammersmith and Fulham 017E,Hammersmith and Fulham,inner
E01001885,Hammersmith and Fulham 015A,Hammersmith and Fulham,inner
E01001886,Hammersmith and Fulham 016A,Hammersmith and Fulham,inner
E01001887,Hammersmith and Fulham 016B,Hammersmith and Fulham,inner
E01001888,Hammersmith and Fulham 018A,Hammersmith and Fulham,inner
E01001889,Hammersmith and Fulham 014A,Hammersmith and Fulham,inner
E01001890,Hammersmith and Fulham 016C,Hammersmith and Fulham,inner
E01001891,Hammersmith and Fulham 018B,Hammersmith and Fulham,inner
E01001892,Hammersmith and Fulham 016D,Hammersmith and Fulham,inner
E01001893,Hammersmith and Fulham 013A,Hammersmith and Fulham,inner
E01001894,Hammersmith and Fulham 013B,Hammersmith and Fulham,inner
E01001895,Hammersmith and Fulham 009A,Hammersmith and Fulham,inner
E01001896,Hammersmith and Fulham 009B,Hammersmith and Fulham,inner
E01001897,Hammersmith and Fulham 009C,Hammersmith and Fulham,inner
E01001898,Hammersmith and Fulham 013C,Hammersmith and Fulham,inner
E01001899,Hammersmith and Fulham 013D,Hammersmith and Fulham,inner
E01001900,Hammersmith and Fulham 013E,Hammersmith and Fulham,inner
E01001901,Hammersmith and Fulham 019B,Hammersmith and Fulham,inner
E01001902,Hammersmith and Fulham 019C,Hammersmith and Fulham,inner
E01001903,Hammersmith and Fulham 019D,Hammersmith and Fulham,inner
E01001904,Hammersmith and Fulham 022A,Hammersmith and Fulham,inner
E01001905,Hammersmith and Fulham 022B,Hammersmith and Fulham,inner
E01001906,Hammersmith and Fulham 022C,Hammersmith and Fulham,inner
E01001907,Hammersmith and Fulham 022D,Hammersmith and Fulham,inner
E01001908,Hammersmith and Fulham 015B,Hammersmith and Fulham,inner
E01001909,Hammersmith and Fulham 015C,Hammersmith and Fulham,inner
E01001910,Hammersmith and Fulham 014B,Hammersmith and Fulham,inner
E01001911,Hammersmith and Fulham 015D,Hammersmith and Fulham,inner
E01001912,Hammersmith and Fulham 015E,Hammersmith and Fulham,inner
E01001913,Hammersmith and Fulham 014C,Hammersmith and Fulham,inner
E01001914,Hammersmith and Fulham 014D,Hammersmith and Fulham,inner
E01001915,Hammersmith and Fulham 024A,Hammersmith and Fulham,inner
E01001916,Hammersmith and Fulham 024B,Hammersmith and Fulham,inner
E01001917,Hammersmith and Fulham 018C,Hammersmith and Fulham,inner
E01001918,Hammersmith and Fulham 018D,Hammersmith and Fulham,inner
E01001919,Hammersmith and Fulham 018E,Hammersmith and Fulham,inner
E01001920,Hammersmith and Fulham 020A,Hammersmith and Fulham,inner
E01001921,Hammersmith and Fulham 020B,Hammersmith and Fulham,inner
E01001922,Hammersmith and Fulham 020C,Hammersmith and Fulham,inner
E01001923,Hammersmith and Fulham 020D,Hammersmith and Fulham,inner
E01001924,Hammersmith and Fulham 020E,Hammersmith and Fulham,inner
E01001925,Hammersmith and Fulham 025A,Hammersmith and Fulham,inner
E01001926,Hammersmith and Fulham 024C,Hammersmith and Fulham,inner
E01001927,Hammersmith and Fulham 008C,Hammersmith and Fulham,inner
E01001928,Hammersmith and Fulham 011A,Hammersmith and Fulham,inner
E01001929,Hammersmith and Fulham 009D,Hammersmith and Fulham,inner
E01001930,Hammersmith and Fulham 008D,Hammersmith and Fulham,inner
E01001931,Hammersmith and Fulham 011B,Hammersmith and Fulham,inner
E01001932,Hammersmith and Fulham 011C,Hammersmith and Fulham,inner
E01001933,Hammersmith and Fulham 011D,Hammersmith and Fulham,inner
E01001934,Hammersmith and Fulham 025B,Hammersmith and Fulham,inner
E01001935,Hammersmith and Fulham 023A,Hammersmith and Fulham,inner
E01001937,Hammersmith and Fulham 025C,Hammersmith and Fulham,inner
E01001938,Hammersmith and Fulham 025D,Hammersmith and Fulham,inner
E01001940,Hammersmith and Fulham 005B,Hammersmith and Fulham,inner
E01001941,Hammersmith and Fulham 005C,Hammersmith and Fulham,inner
E01001942,Hammersmith and Fulham 005D,Hammersmith and Fulham,inner
E01001943,Hammersmith and Fulham 004A,Hammersmith and Fulham,inner
E01001944,Hammersmith and Fulham 004B,Hammersmith and Fulham,inner
E01001945,Hammersmith and Fulham 004C,Hammersmith and Fulham,inner
E01001946,Hammersmith and Fulham 004D,Hammersmith and Fulham,inner
E01001947,Hammersmith and Fulham 021A,Hammersmith and Fulham,inner
E01001948,Hammersmith and Fulham 021B,Hammersmith and Fulham,inner
E01001949,Hammersmith and Fulham 021C,Hammersmith and Fulham,inner
E01001950,Hammersmith and Fulham 021D,Hammersmith and Fulham,inner
E01001951,Hammersmith and Fulham 021E,Hammersmith and Fulham,inner
E01001952,Hammersmith and Fulham 024D,Hammersmith and Fulham,inner
E01001953,Hammersmith and Fulham 021F,Hammersmith and Fulham,inner
E01001954,Hammersmith and Fulham 003A,Hammersmith and Fulham,inner
E01001955,Hammersmith and Fulham 002A,Hammersmith and Fulham,inner
E01001956,Hammersmith and Fulham 003B,Hammersmith and Fulham,inner
E01001957,Hammersmith and Fulham 002B,Hammersmith and Fulham,inner
E01001958,Hammersmith and Fulham 002C,Hammersmith and Fulham,inner
E01001959,Hammersmith and Fulham 003C,Hammersmith and Fulham,inner
E01001960,Hammersmith and Fulham 003D,Hammersmith and Fulham,inner
E01001961,Hammersmith and Fulham 002D,Hammersmith and Fulham,inner
E01001962,Haringey 004A,Haringey,outer
E01001963,Haringey 009A,Haringey,outer
E01001964,Haringey 009B,Haringey,outer
E01001965,Haringey 009C,Haringey,outer
E01001966,Haringey 009D,Haringey,outer
E01001967,Haringey 014A,Haringey,outer
E01001968,Haringey 014B,Haringey,outer
E01001969,Haringey 001A,Haringey,outer
E01001970,Haringey 004B,Haringey,outer
E01001971,Haringey 001B,Haringey,outer
E01001972,Haringey 004C,Haringey,outer
E01001973,Haringey 004D,Haringey,outer
E01001974,Haringey 001C,Haringey,outer
E01001975,Haringey 001D,Haringey,outer
E01001976,Haringey 011A,Haringey,outer
E01001977,Haringey 011B,Haringey,outer
E01001978,Haringey 011C,Haringey,outer
E01001979,Haringey 011D,Haringey,outer
E01001980,Haringey 018A,Haringey,outer
E01001981,Haringey 018B,Haringey,outer
E01001982,Haringey 018C,Haringey,outer
E01001983,Haringey 018D,Haringey,outer
E01001984,Haringey 033A,Haringey,outer
E01001985,Haringey 033B,Haringey,outer
E01001986,Haringey 034A,Haringey,outer
E01001987,Haringey 033C,Haringey,outer
E01001988,Haringey 034B,Haringey,outer
E01001989,Haringey 033D,Haringey,outer
E01001990,Haringey 034C,Haringey,outer
E01001991,Haringey 017A,Haringey,outer
E01001992,Haringey 017B,Haringey,outer
E01001993,Haringey 017C,Haringey,outer
E01001994,Haringey 030A,Haringey,outer
E01001995,Haringey 017D,Haringey,outer
E01001996,Haringey 014C,Haringey,outer
E01001997,Haringey 014D,Haringey,outer
E01001998,Haringey 023A,Haringey,outer
E01001999,Haringey 023B,Haringey,outer
E01002000,Haringey 031A,Haringey,outer
E01002001,Haringey 031B,Haringey,outer
E01002002,Haringey 031C,Haringey,outer
E01002003,Haringey 023C,Haringey,outer
E01002004,Haringey 023D,Haringey,outer
E01002005,Haringey 035A,Haringey,outer
E01002006,Haringey 035B,Haringey,outer
E01002007,Haringey 035C,Haringey,outer
E01002008,Haringey 030B,Haringey,outer
E01002009,Haringey 035D,Haringey,outer
E01002010,Haringey 030C,Haringey,outer
E01002011,Haringey 030D,Haringey,outer
E01002013,Haringey 022A,Haringey,outer
E01002014,Haringey 020B,Haringey,outer
E01002015,Haringey 020C,Haringey,outer
E01002016,Haringey 028A,Haringey,outer
E01002017,Haringey 028B,Haringey,outer
E01002018,Haringey 020D,Haringey,outer
E01002019,Haringey 022B,Haringey,outer
E01002020,Haringey 021A,Haringey,outer
E01002021,Haringey 022C,Haringey,outer
E01002022,Haringey 021B,Haringey,outer
E01002023,Haringey 021C,Haringey,outer
E01002024,Haringey 022D,Haringey,outer
E01002025,Haringey 021D,Haringey,outer
E01002026,Haringey 016A,Haringey,outer
E01002027,Haringey 010A,Haringey,outer
E01002028,Haringey 010B,Haringey,outer
E01002029,Haringey 016B,Haringey,outer
E01002030,Haringey 016C,Haringey,outer
E01002031,Haringey 016D,Haringey,outer
E01002032,Haringey 010C,Haringey,outer
E01002033,Haringey 010D,Haringey,outer
E01002034,Haringey 037A,Haringey,outer
E01002036,Haringey 002A,Haringey,outer
E01002037,Haringey 002B,Haringey,outer
E01002038,Haringey 037B,Haringey,outer
E01002039,Haringey 002C,Haringey,outer
E01002040,Haringey 002D,Haringey,outer
E01002041,Haringey 037C,Haringey,outer
E01002042,Haringey 027A,Haringey,outer
E01002043,Haringey 026A,Haringey,outer
E01002044,Haringey 027B,Haringey,outer
E01002045,Haringey 026B,Haringey,outer
E01002046,Haringey 026C,Haringey,outer
E01002047,Haringey 027C,Haringey,outer
E01002048,Haringey 027D,Haringey,outer
E01002049,Haringey 026D,Haringey,outer
E01002050,Haringey 029A,Haringey,outer
E01002051,Haringey 029B,Haringey,outer
E01002052,Haringey 029C,Haringey,outer
E01002053,Haringey 032A,Haringey,outer
E01002054,Haringey 032B,Haringey,outer
E01002055,Haringey 029D,Haringey,outer
E01002056,Haringey 032C,Haringey,outer
E01002057,Haringey 032D,Haringey,outer
E01002058,Haringey 031D,Haringey,outer
E01002059,Haringey 028C,Haringey,outer
E01002060,Haringey 028D,Haringey,outer
E01002061,Haringey 036A,Haringey,outer
E01002062,Haringey 034D,Haringey,outer
E01002063,Haringey 036B,Haringey,outer
E01002064,Haringey 036C,Haringey,outer
