LSOA21CD,LSOA21NM,borough_name,space
E01003414,Merton 017B,Merton,outer
E01003415,Merton 017C,Merton,outer
E01003416,Merton 017D,Merton,outer
E01003417,Merton 025A,Merton,outer
E01003418,Merton 025B,Merton,outer
E01003419,Merton 025C,Merton,outer
E01003420,Merton 025D,Merton,outer
E01003421,Merton 021E,Merton,outer
E01003422,Merton 025E,Merton,outer
E01003423,Merton 011E,Merton,outer
E01003424,Merton 015B,Merton,outer
E01003425,Merton 015C,Merton,outer
E01003426,Merton 015D,Merton,outer
E01003427,Merton 023A,Merton,outer
E01003428,Merton 015E,Merton,outer
E01003429,Merton 019A,Merton,outer
E01003430,Merton 019B,Merton,outer
E01003431,Merton 019C,Merton,outer
E01003432,Merton 019D,Merton,outer
E01003433,Merton 019E,Merton,outer
E01003434,Merton 017E,Merton,outer
E01003435,Merton 014E,Merton,outer
E01003436,Merton 023B,Merton,outer
E01003437,Merton 022C,Merton,outer
E01003438,Merton 024A,Merton,outer
E01003439,Merton 023C,Merton,outer
E01003440,Merton 022D,Merton,outer
E01003441,Merton 022E,Merton,outer
E01003442,Merton 010A,Merton,outer
E01003443,Merton 010B,Merton,outer
E01003444,Merton 010C,Merton,outer
E01003445,Merton 010D,Merton,outer
E01003446,Merton 016C,Merton,outer
E01003447,Merton 016D,Merton,outer
E01003448,Merton 023D,Merton,outer
E01003449,Merton 024B,Merton,outer
E01003450,Merton 024C,Merton,outer
E01003451,Merton 024D,Merton,outer
E01003452,Merton 024E,Merton,outer
E01003453,Merton 023E,Merton,outer
E01003454,Merton 003B,Merton,outer
E01003455,Merton 005E,Merton,outer
E01003456,Merton 003C,Merton,outer
E01003457,Merton 006C,Merton,outer
E01003458,Merton 006D,Merton,outer
E01003459,Merton 006E,Merton,outer
E01003460,Merton 002A,Merton,outer
E01003461,Merton 004E,Merton,outer
E01003462,Merton 002B,Merton,outer
E01003463,Merton 010E,Merton,outer
E01003464,Merton 002C,Merton,outer
E01003465,Merton 002D,Merton,outer
E01003466,Merton 020A,Merton,outer
E01003467,Merton 020B,Merton,outer
E01003468,Merton 020C,Merton,outer
E01003469,Merton 020D,Merton,outer
E01003470,Merton 020E,Merton,outer
E01003471,Merton 016E,Merton,outer
E01003472,Merton 001A,Merton,outer
E01003473,Merton 001B,Merton,outer
E01003474,Merton 001C,Merton,outer
E01003476,Merton 003D,Merton,outer
E01003477,Merton 003E,Merton,outer
E01003478,Merton 001E,Merton,outer
E01003479,Newham 035A,Newham,outer
E01003480,Newham 033A,Newham,outer
E01003481,Newham 035B,Newham,outer
E01003483,Newham 032A,Newham,outer
E01003484,Newham 032B,Newham,outer
E01003485,Newham 035C,Newham,outer
E01003486,Newham 033C,Newham,outer
E01003487,Newham 033D,Newham,outer
E01003488,Newham 019A,Newham,outer
E01003489,Newham 019B,Newham,outer
E01003490,Newham 019C,Newham,outer
E01003491,Newham 022A,Newham,outer
E01003492,Newham 025A,Newham,outer
E01003494,Newham 025C,Newham,outer
E01003495,Newham 025D,Newham,outer
E01003496,Newham 027A,Newham,outer
E01003497,Newham 034A,Newham,outer
E01003498,Newham 027B,Newham,outer
E01003499,Newham 030A,Newham,outer
E01003500,Newham 027C,Newham,outer
E01003501,Newham 030B,Newham,outer
E01003502,Newham 030C,Newham,outer
E01003503,Newham 030D,Newham,outer
E01003506,Newham 034D,Newham,outer
E01003507,Newham 031A,Newham,outer
E01003508,Newham 031B,Newham,outer
E01003509,Newham 031C,Newham,outer
E01003511,Newham 036A,Newham,outer
E01003512,Newham 036B,Newham,outer
E01003513,Newham 035D,Newham,outer
E01003514,Newham 036C,Newham,outer
E01003515,Newham 036D,Newham,outer
E01003516,Newham 032C,Newham,outer
E01003517,Newham 036E,Newham,outer
E01003518,Newham 032D,Newham,outer
E01003519,Newham 032E,Newham,outer
E01003520,Newham 018A,Newham,outer
E01003521,Newham 018B,Newham,outer
E01003522,Newham 018C,Newham,outer
E01003523,Newham 024A,Newham,outer
E01003524,Newham 019D,Newham,outer
E01003525,Newham 018D,Newham,outer
E01003526,Newham 018E,Newham,outer
E01003527,Newham 024B,Newham,outer
E01003528,Newham 005A,Newham,outer
E01003529,Newham 010A,Newham,outer
E01003530,Newham 010B,Newham,outer
E01003531,Newham 010C,Newham,outer
E01003532,Newham 010D,Newham,outer
E01003533,Newham 011A,Newham,outer
E01003534,Newham 010E,Newham,outer
E01003535,Newham 023A,Newham,outer
E01003536,Newham 023B,Newham,outer
E01003537,Newham 024C,Newham,outer
E01003538,Newham 029A,Newham,outer
E01003539,Newham 029B,Newham,outer
E01003540,Newham 029C,Newham,outer
E01003541,Newham 029D,Newham,outer
E01003542,Newham 024D,Newham,outer
E01003543,Newham 001A,Newham,outer
E01003544,Newham 001B,Newham,outer
E01003545,Newham 006A,Newham,outer
E01003546,Newham 001C,Newham,outer
E01003547,Newham 007A,Newham,outer
E01003548,Newham 006B,Newham,outer
E01003549,Newham 006C,Newham,outer
E01003550,Newham 001D,Newham,outer
E01003551,Newham 009A,Newham,outer
E01003552,Newham 016A,Newham,outer
E01003553,Newham 009B,Newham,outer
E01003554,Newham 009C,Newham,outer
E01003555,Newham 007B,Newham,outer
E01003556,Newham 008A,Newham,outer
E01003557,Newham 006D,Newham,outer
E01003558,Newham 008B,Newham,outer
E01003559,Newham 009D,Newham,outer
E01003560,Newham 011B,Newham,outer
E01003561,Newham 007C,Newham,outer
E01003562,Newham 014A,Newham,outer
E01003563,Newham 011C,Newham,outer
E01003564,Newham 014B,Newham,outer
E01003565,Newham 014C,Newham,outer
E01003566,Newham 014D,Newham,outer
E01003567,Newham 007D,Newham,outer
E01003568,Newham 017A,Newham,outer
E01003569,Newham 017B,Newham,outer
E01003570,Newham 008C,Newham,outer
E01003571,Newham 008D,Newham,outer
E01003572,Newham 008E,Newham,outer
E01003573,Newham 017C,Newham,outer
E01003574,Newham 017D,Newham,outer
E01003575,Newham 005B,Newham,outer
E01003576,Newham 002A,Newham,outer
E01003577,Newham 005C,Newham,outer
E01003578,Newham 003A,Newham,outer
E01003579,Newham 004A,Newham,outer
E01003580,Newham 005D,Newham,outer
E01003581,Newham 002B,Newham,outer
E01003582,Newham 002C,Newham,outer
E01003583,Newham 002D,Newham,outer
E01003584,Newham 003B,Newham,outer
E01003585,Newham 004B,Newham,outer
E01003586,Newham 003C,Newham,outer
E01003587,Newham 004C,Newham,outer
E01003588,Newham 011D,Newham,outer
E01003589,Newham 011E,Newham,outer
E01003590,Newham 003D,Newham,outer
E01003591,Newham 004D,Newham,outer
E01003592,Newham 022B,Newham,outer
E01003593,Newham 027D,Newham,outer
E01003594,Newham 026A,Newham,outer
E01003595,Newham 026B,Newham,outer
E01003596,Newham 016B,Newham,outer
E01003597,Newham 016C,Newham,outer
E01003598,Newham 021A,Newham,outer
E01003599,Newham 022C,Newham,outer
E01003600,Newham 021B,Newham,outer
E01003601,Newham 028A,Newham,outer
E01003602,Newham 026C,Newham,outer
E01003603,Newham 028B,Newham,outer
E01003604,Newham 031D,Newham,outer
E01003605,Newham 028C,Newham,outer
E01003607,Newham 026D,Newham,outer
E01003608,Newham 028D,Newham,outer
E01003611,Newham 041C,Newham,outer
E01003615,Newham 039A,Newham,outer
E01003616,Newham 012A,Newham,outer
E01003618,Newham 012C,Newham,outer
E01003619,Newham 012D,Newham,outer
E01003621,Newham 023C,Newham,outer
E01003622,Newham 023D,Newham,outer
E01003623,Newham 023E,Newham,outer
E01003624,Newham 024E,Newham,outer
E01003625,Newham 015A,Newham,outer
E01003626,Newham 015B,Newham,outer
E01003627,Newham 015C,Newham,outer
E01003628,Newham 015D,Newham,outer
E01003629,Newham 015E,Newham,outer
E01003630,Newham 021C,Newham,outer
E01003631,Newham 020A,Newham,outer
E01003632,Newham 020B,Newham,outer
E01003633,Newham 020C,Newham,outer
E01003634,Newham 020D,Newham,outer
E01003635,Newham 016D,Newham,outer
E01003636,Newham 020E,Newham,outer
E01003637,Newham 021D,Newham,outer
E01003638,Redbridge 017A,Redbridge,outer
E01003639,Redbridge 013A,Redbridge,outer
E01003640,Redbridge 013B,Redbridge,outer
E01003641,Redbridge 013C,Redbridge,outer
E01003642,Redbridge 013D,Redbridge,outer
E01003643,Redbridge 017B,Redbridge,outer
E01003644,Redbridge 017C,Redbridge,outer
E01003645,Redbridge 017D,Redbridge,outer
E01003646,Redbridge 012A,Redbridge,outer
E01003647,Redbridge 015A,Redbridge,outer
E01003648,Redbridge 012B,Redbridge,outer
E01003649,Redbridge 012C,Redbridge,outer
E01003650,Redbridge 015B,Redbridge,outer
E01003651,Redbridge 012D,Redbridge,outer
E01003652,Redbridge 015C,Redbridge,outer
E01003653,Redbridge 015D,Redbridge,outer
E01003654,Redbridge 004A,Redbridge,outer
E01003655,Redbridge 004B,Redbridge,outer
E01003656,Redbridge 005A,Redbridge,outer
E01003657,Redbridge 005B,Redbridge,outer
E01003658,Redbridge 004C,Redbridge,outer
E01003659,Redbridge 005C,Redbridge,outer
E01003660,Redbridge 004D,Redbridge,outer
E01003661,Redbridge 038A,Redbridge,outer
E01003662,Redbridge 038C,Redbridge,outer
E01003663,Redbridge 037A,Redbridge,outer
E01003664,Redbridge 037B,Redbridge,outer
E01003665,Redbridge 037E,Redbridge,outer
E01003666,Redbridge 038B,Redbridge,outer
E01003668,Redbridge 007A,Redbridge,outer
E01003669,Redbridge 007B,Redbridge,outer
E01003670,Redbridge 007C,Redbridge,outer
E01003671,Redbridge 007D,Redbridge,outer
E01003672,Redbridge 007E,Redbridge,outer
E01003673,Redbridge 007F,Redbridge,outer
E01003674,Redbridge 007G,Redbridge,outer
E01003675,Redbridge 036A,Redbridge,outer
E01003676,Redbridge 036B,Redbridge,outer
E01003677,Redbridge 036C,Redbridge,outer
E01003678,Redbridge 036D,Redbridge,outer
E01003679,Redbridge 036E,Redbridge,outer
E01003680,Redbridge 036F,Redbridge,outer
E01003681,Redbridge 036G,Redbridge,outer
E01003682,Redbridge 036H,Redbridge,outer
E01003683,Redbridge 040C,Redbridge,outer
E01003684,Redbridge 040E,Redbridge,outer
E01003685,Redbridge 040D,Redbridge,outer
E01003686,Redbridge 040A,Redbridge,outer
E01003688,Redbridge 040B,Redbridge,outer
E01003689,Redbridge 039C,Redbridge,outer
E01003690,Redbridge 035A,Redbridge,outer
E01003691,Redbridge 035B,Redbridge,outer
E01003692,Redbridge 035C,Redbridge,outer
E01003693,Redbridge 035D,Redbridge,outer
E01003694,Redbridge 035E,Redbridge,outer
E01003695,Redbridge 035F,Redbridge,outer
E01003696,Redbridge 035G,Redbridge,outer
E01003697,Redbridge 035H,Redbridge,outer
E01003698,Redbridge 006A,Redbridge,outer
E01003699,Redbridge 006B,Redbridge,outer
E01003700,Redbridge 006C,Redbridge,outer
E01003701,Redbridge 006D,Redbridge,outer
E01003702,Redbridge 006E,Redbridge,outer
E01003703,Redbridge 006F,Redbridge,outer
E01003704,Redbridge 006G,Redbridge,outer
E01003705,Redbridge 010A,Redbridge,outer
E01003706,Redbridge 010B,Redbridge,outer
E01003707,Redbridge 008A,Redbridge,outer
E01003708,Redbridge 008B,Redbridge,outer
E01003709,Redbridge 008C,Redbridge,outer
E01003710,Redbridge 008D,Redbridge,outer
E01003711,Redbridge 010C,Redbridge,outer
E01003712,Redbridge 010D,Redbridge,outer
E01003713,Redbridge 034A,Redbridge,outer
E01003714,Redbridge 034B,Redbridge,outer
E01003715,Redbridge 034C,Redbridge,outer
E01003716,Redbridge 034D,Redbridge,outer
E01003718,Redbridge 034E,Redbridge,outer
E01003719,Redbridge 034F,Redbridge,outer
E01003720,Redbridge 002A,Redbridge,outer
E01003721,Redbridge 003A,Redbridge,outer
E01003722,Redbridge 002B,Redbridge,outer
E01003723,Redbridge 002C,Redbridge,outer
E01003724,Redbridge 003B,Redbridge,outer
E01003725,Redbridge 003C,Redbridge,outer
E01003726,Redbridge 002D,Redbridge,outer
E01003727,Redbridge 003D,Redbridge,outer
E01003729,Redbridge 032B,Redbridge,outer
E01003730,Redbridge 032C,Redbridge,outer
E01003731,Redbridge 033A,Redbridge,outer
E01003732,Redbridge 032D,Redbridge,outer
E01003733,Redbridge 032E,Redbridge,outer
E01003734,Redbridge 033B,Redbridge,outer
E01003735,Redbridge 033C,Redbridge,outer
E01003736,Redbridge 033D,Redbridge,outer
E01003737,Redbridge 031A,Redbridge,outer
E01003738,Redbridge 031B,Redbridge,outer
E01003739,Redbridge 031C,Redbridge,outer
E01003740,Redbridge 031D,Redbridge,outer
E01003741,Redbridge 031E,Redbridge,outer
E01003742,Redbridge 031F,Redbridge,outer
E01003743,Redbridge 031G,Redbridge,outer
E01003744,Redbridge 001A,Redbridge,outer
E01003745,Redbridge 001B,Redbridge,outer
E01003746,Redbridge 001C,Redbridge,outer
E01003747,Redbridge 001D,Redbridge,outer
E01003748,Redbridge 001E,Redbridge,outer
E01003749,Redbridge 001F,Redbridge,outer
E01003750,Redbridge 001G,Redbridge,outer
E01003751,Redbridge 020A,Redbridge,outer
E01003752,Redbridge 023A,Redbridge,outer
E01003753,Redbridge 020B,Redbridge,outer
E01003754,Redbridge 020C,Redbridge,outer
E01003755,Redbridge 023B,Redbridge,outer
E01003756,Redbridge 023C,Redbridge,outer
E01003757,Redbridge 020D,Redbridge,outer
E01003759,Redbridge 009A,Redbridge,outer
E01003760,Redbridge 009B,Redbridge,outer
E01003761,Redbridge 009C,Redbridge,outer
E01003762,Redbridge 009D,Redbridge,outer
E01003763,Redbridge 009E,Redbridge,outer
E01003764,Redbridge 009F,Redbridge,outer
E01003765,Redbridge 009G,Redbridge,outer
E01003766,Redbridge 024A,Redbridge,outer
E01003767,Redbridge 024B,Redbridge,outer
E01003768,Redbridge 024C,Redbridge,outer
E01003769,Redbridge 022A,Redbridge,outer
E01003770,Redbridge 022B,Redbridge,outer
E01003771,Redbridge 022C,Redbridge,outer
E01003772,Redbridge 024D,Redbridge,outer
E01003773,Redbridge 022D,Redbridge,outer
E01003774,Redbridge 014A,Redbridge,outer
E01003775,Redbridge 014B,Redbridge,outer
E01003776,Redbridge 014C,Redbridge,outer
E01003777,Redbridge 014D,Redbridge,outer
E01003778,Redbridge 014E,Redbridge,outer
E01003779,Redbridge 014F,Redbridge,outer
E01003780,Redbridge 014G,Redbridge,outer
E01003781,Redbridge 026A,Redbridge,outer
E01003782,Redbridge 026B,Redbridge,outer
E01003783,Redbridge 029A,Redbridge,outer
E01003784,Redbridge 029B,Redbridge,outer
E01003785,Redbridge 029C,Redbridge,outer
E01003786,Redbridge 026C,Redbridge,outer
E01003787,Redbridge 026D,Redbridge,outer
E01003788,Redbridge 029D,Redbridge,outer
E01003789,Redbridge 018A,Redbridge,outer
E01003790,Redbridge 027A,Redbridge,outer
E01003791,Redbridge 027B,Redbridge,outer
E01003792,Redbridge 027C,Redbridge,outer
E01003793,Redbridge 027D,Redbridge,outer
E01003794,Redbridge 018B,Redbridge,outer
E01003795,Redbridge 018C,Redbridge,outer
E01003796,Redbridge 018D,Redbridge,outer
E01003797,Richmond upon Thames 001A,Richmond upon Thames,outer
E01003798,Richmond upon Thames 001B,Richmond upon Thames,outer
E01003799,Richmond upon Thames 001C,Richmond upon Thames,outer
E01003800,Richmond upon Thames 001D,Richmond upon Thames,outer
E01003801,Richmond upon Thames 001E,Richmond upon Thames,outer
E01003802,Richmond upon Thames 001F,Richmond upon Thames,outer
E01003803,Richmond upon Thames 001G,Richmond upon Thames,outer
E01003804,Richmond upon Thames 005A,Richmond upon Thames,outer
E01003805,Richmond upon Thames 012A,Richmond upon Thames,outer
E01003806,Richmond upon Thames 012B,Richmond upon Thames,outer
E01003807,Richmond upon Thames 005B,Richmond upon Thames,outer
E01003808,Richmond upon Thames 005C,Richmond upon Thames,outer
E01003809,Richmond upon Thames 005D,Richmond upon Thames,outer
E01003810,Richmond upon Thames 019A,Richmond upon Thames,outer
E01003811,Richmond upon Thames 018A,Richmond upon Thames,outer
E01003812,Richmond upon Thames 018B,Richmond upon Thames,outer
E01003813,Richmond upon Thames 019B,Richmond upon Thames,outer
E01003814,Richmond upon Thames 019C,Richmond upon Thames,outer
E01003815,Richmond upon Thames 019D,Richmond upon Thames,outer
E01003816,Richmond upon Thames 012C,Richmond upon Thames,outer
E01003817,Richmond upon Thames 012D,Richmond upon Thames,outer
E01003818,Richmond upon Thames 017A,Richmond upon Thames,outer
E01003819,Richmond upon Thames 017B,Richmond upon Thames,outer
E01003820,Richmond upon Thames 017C,Richmond upon Thames,outer
E01003821,Richmond upon Thames 008A,Richmond upon Thames,outer
E01003822,Richmond upon Thames 023A,Richmond upon Thames,outer
E01003823,Richmond upon Thames 023B,Richmond upon Thames,outer
E01003824,Richmond upon Thames 023C,Richmond upon Thames,outer
E01003825,Richmond upon Thames 023D,Richmond upon Thames,outer
E01003826,Richmond upon Thames 023E,Richmond upon Thames,outer
E01003827,Richmond upon Thames 023F,Richmond upon Thames,outer
E01003828,Richmond upon Thames 020A,Richmond upon Thames,outer
E01003829,Richmond upon Thames 020B,Richmond upon Thames,outer
E01003830,Richmond upon Thames 020C,Richmond upon Thames,outer
E01003831,Richmond upon Thames 020D,Richmond upon Thames,outer
E01003832,Richmond upon Thames 020E,Richmond upon Thames,outer
E01003833,Richmond upon Thames 020F,Richmond upon Thames,outer
E01003834,Richmond upon Thames 022A,Richmond upon Thames,outer
E01003835,Richmond upon Thames 022B,Richmond upon Thames,outer
E01003836,Richmond upon Thames 022C,Richmond upon Thames,outer
E01003837,Richmond upon Thames 022D,Richmond upon Thames,outer
E01003838,Richmond upon Thames 022E,Richmond upon Thames,outer
E01003839,Richmond upon Thames 022F,Richmond upon Thames,outer
E01003840,Richmond upon Thames 013A,Richmond upon Thames,outer
E01003841,Richmond upon Thames 013B,Richmond upon Thames,outer
E01003842,Richmond upon Thames 013C,Richmond upon Thames,outer
E01003843,Richmond upon Thames 013D,Richmond upon Thames,outer
E01003844,Richmond upon Thames 013E,Richmond upon Thames,outer
E01003845,Richmond upon Thames 013F,Richmond upon Thames,outer
E01003846,Richmond upon Thames 002A,Richmond upon Thames,outer
E01003847,Richmond upon Thames 002B,Richmond upon Thames,outer
E01003848,Richmond upon Thames 004A,Richmond upon Thames,outer
E01003849,Richmond upon Thames 002C,Richmond upon Thames,outer
E01003851,Richmond upon Thames 002D,Richmond upon Thames,outer
E01003852,Richmond upon Thames 003A,Richmond upon Thames,outer
E01003853,Richmond upon Thames 003B,Richmond upon Thames,outer
E01003854,Richmond upon Thames 003C,Richmond upon Thames,outer
E01003855,Richmond upon Thames 003D,Richmond upon Thames,outer
E01003856,Richmond upon Thames 003E,Richmond upon Thames,outer
E01003857,Richmond upon Thames 003F,Richmond upon Thames,outer
E01003858,Richmond upon Thames 003G,Richmond upon Thames,outer
E01003859,Richmond upon Thames 005E,Richmond upon Thames,outer
E01003860,Richmond upon Thames 002E,Richmond upon Thames,outer
E01003861,Richmond upon Thames 004C,Richmond upon Thames,outer
E01003862,Richmond upon Thames 004D,Richmond upon Thames,outer
E01003863,Richmond upon Thames 004E,Richmond upon Thames,outer
E01003864,Richmond upon Thames 002F,Richmond upon Thames,outer
E01003865,Richmond upon Thames 004F,Richmond upon Thames,outer
E01003866,Richmond upon Thames 007A,Richmond upon Thames,outer
E01003867,Richmond upon Thames 011A,Richmond upon Thames,outer
E01003868,Richmond upon Thames 007B,Richmond upon Thames,outer
E01003869,Richmond upon Thames 011B,Richmond upon Thames,outer
E01003870,Richmond upon Thames 011C,Richmond upon Thames,outer
E01003871,Richmond upon Thames 007C,Richmond upon Thames,outer
E01003872,Richmond upon Thames 007D,Richmond upon Thames,outer
E01003873,Richmond upon Thames 006A,Richmond upon Thames,outer
E01003874,Richmond upon Thames 006B,Richmond upon Thames,outer
E01003875,Richmond upon Thames 006C,Richmond upon Thames,outer
E01003876,Richmond upon Thames 008B,Richmond upon Thames,outer
E01003877,Richmond upon Thames 008C,Richmond upon Thames,outer
E01003878,Richmond upon Thames 006D,Richmond upon Thames,outer
